,pred
755,207268.52796875
756,306770.275
757,122312.27875
758,154481.772890625
759,228424.83421875
760,333293.675234375
761,269090.0534375
762,137082.87625
763,145456.6128125
764,255893.991640625
765,161573.992265625
766,179441.942109375
767,228001.4009375
768,191344.365078125
769,206509.060234375
770,371599.8746875
771,327334.40875
772,159475.40734375
773,179612.0390625
774,351827.36796875
775,153795.500390625
776,297066.843203125
777,489825.2640625
778,158563.57140625
779,196160.023125
780,161853.1015625
781,140562.94546875
782,247343.145703125
783,192233.110390625
784,154305.581328125
785,232569.23890625
786,195999.00515625
787,247291.568671875
788,242384.62421875
789,160720.743984375
790,179548.369453125
791,134312.5384375
792,118733.016484375
793,155389.68328125
794,154924.842265625
795,208000.23234375
796,176333.98
797,459736.8715625
798,195296.3996875
799,181185.15203125
800,164711.224375
801,130592.201953125
802,334305.42421875
803,237075.9334375
804,178517.421875
805,178843.8853125
806,173595.6434375
807,136504.82
808,149329.847421875
809,181486.374765625
810,205802.081875
811,291245.90859375
812,100147.419453125
813,228121.925625
814,165780.655546875
815,181134.71
816,369192.985
817,183408.1603125
818,183363.02234375
819,190679.988359375
820,370845.72484375
821,200464.07859375
822,136772.06734375
823,153674.29234375
824,134438.51515625
825,382232.12546875
826,184746.19359375
827,71937.102578125
828,207066.52796875
829,188438.1053125
830,136263.45984375
831,173719.52921875
832,362962.80046875
833,237880.37546875
834,153079.209765625
835,141443.92796875
836,148760.218671875
837,151209.551328125
838,450776.43734375
839,163467.99796875
840,140366.038359375
841,310614.21890625
842,242423.343828125
843,161885.75484375
844,352592.4690625
845,126468.5240625
846,142911.003984375
847,70677.516875
848,139502.085546875
849,235835.1953125
850,274254.416484375
851,192431.490234375
852,243466.40390625
853,246691.5353125
854,274700.23453125
855,178732.145078125
856,264747.661796875
857,144285.173984375
858,135125.6728125
859,136465.338515625
860,537581.269921875
861,226915.388125
862,201650.696796875
863,179671.654140625
864,148368.06234375
865,168732.13546875
866,318350.83703125
867,182159.0690625
868,313920.1690625
869,209299.96796875
870,234504.239375
871,176307.183828125
872,235304.6603125
873,205981.415390625
874,185922.51234375
875,239298.4921875
876,153375.61265625
877,230015.24375
878,182253.02828125
879,212627.81046875
880,215589.762890625
881,238653.532109375
882,149775.5171875
883,192755.5559375
884,220852.721015625
885,244959.1128125
886,146003.074375
887,164774.75734375
888,230883.8590625
889,134451.72015625
890,178117.709140625
891,222585.474140625
892,236768.1425
893,176460.938125
894,154620.64265625
895,305187.22453125
896,138976.3246875
897,155797.397421875
898,186178.15609375
899,331079.167265625
900,216377.012421875
901,186742.444609375
902,122030.367578125
903,160131.400546875
904,249135.007890625
905,444700.927421875
906,263631.385859375
907,236066.245625
908,170442.049375
909,266332.674765625
910,138252.6046875
911,204822.20734375
912,400927.7553125
913,121503.02953125
914,197364.881171875
915,190284.45453125
916,230802.14640625
917,285808.1796875
918,150711.733046875
919,219273.4296875
920,177860.55234375
921,195898.480390625
922,225628.64078125
923,98510.309453125
924,242376.404375
925,189169.3671875
926,219581.038828125
927,234603.095703125
928,391755.155
929,408441.785625
930,129069.236640625
931,249641.01453125
932,188189.78796875
933,147580.609296875
934,232969.25078125
935,219826.67
936,244704.940625
937,234195.471875
938,177977.15546875
939,90251.20828125
940,168993.38046875
941,295654.634296875
942,196417.2753125
943,148128.246875
944,351548.769609375
945,177758.77578125
946,385983.18703125
947,201774.9039453125
948,84005.312578125
949,147055.941640625
950,189791.577578125
951,176950.199765625
952,339892.1590625
953,187559.8190625
954,100645.593203125
955,215129.045625
956,421287.25328125
957,272973.9009375
958,124977.97015625
959,236278.2696875
960,317368.115625
961,204134.557265625
962,199069.418984375
963,438269.16296875
964,264074.27625
965,179135.582421875
966,230547.118125
967,134155.65484375
968,251853.73953125
969,309668.9984375
970,188452.9509375
971,180374.552265625
972,195270.75171875
973,179564.035625
974,183686.161875
975,272904.49703125
976,195683.4003125
977,148428.61484375
978,355219.9053125
979,189585.541796875
980,136472.436953125
981,332859.39359375
982,173428.001875
983,241330.39359375
984,294267.440078125
985,186232.3478125
986,105121.362734375
987,226328.856875
988,139348.080625
989,161924.6828125
990,254237.20078125
991,224927.22421875
992,283567.69671875
993,193717.35484375
994,372541.505546875
995,389266.925390625
996,203837.81240624993
997,168101.06859375
998,150970.57109375
999,217272.5096875
1000,195224.92256250003
1001,116586.0834375
1002,146834.15625
1003,182443.642109375
1004,485499.67984375
1005,129140.71125
1006,279217.849375
1007,325975.750703125
1008,215075.04296875
1009,211156.73265625
1010,439777.7559375
1011,269300.879609375
1012,232457.879921875
1013,243465.8578125
1014,92330.203359375
1015,251200.6447395833
1016,211321.56859375
1017,397080.79796875
1018,322089.944765625
1019,256975.23546875
1020,205724.62328125
1021,239749.01390625
1022,288198.466875
1023,87731.9983984375
1024,325844.425234375
1025,172768.42328125
1026,149541.068515625
1027,314509.178828125
1028,222960.75921875
1029,130259.14328125
1030,113447.5896875
1031,223683.57734375
1032,225203.32265625
1033,259551.60453125
1034,127638.374296875
1035,236990.9559375
1036,208956.24046875
1037,189579.181875
1038,204849.36328125
1039,410132.23765625
1040,388667.356015625
1041,152104.396640625
1042,168341.0121875
1043,184341.151015625
1044,361298.897578125
1045,247401.150078125
1046,207134.758359375
1047,180585.40109375
1048,206803.031796875
1049,216429.273125
1050,291766.65625
1051,169074.34078125
1052,186623.223515625
1053,166274.228828125
1054,132964.30875
1055,219052.148515625
1056,128630.59875
1057,241764.083359375
1058,173796.39640625
1059,175853.8478125
1060,195477.5015625
1061,156319.693984375
1062,213712.53171875
1063,160246.415234375
1064,301135.35828125
1065,172544.371015625
1066,195163.69390625
1067,208320.949140625
1068,230259.561875
1069,335961.8371875
1070,161968.19671875
1071,89578.1952734375
1072,234970.8490625
1073,207325.04578125
1074,357000.96953125
1075,399499.70390625
1076,182760.741484375
1077,243278.84765625
1078,149850.130078125
1079,187923.600078125
1080,162318.06578125
1081,259504.225390625
1082,151967.1965625
1083,152163.867578125
1084,169922.075078125
1085,272384.49625
1086,136673.44796875
1087,376717.25875
1088,243022.0490625
1089,71029.6931640625
1090,140385.115859375
1091,223018.26140625
1092,200657.963125
1093,237870.28015625
1094,239889.96421875
1095,269087.943359375
1096,129297.18875
1097,228029.05875
1098,429390.78734375
1099,262343.3028125
1100,122958.82234375
1101,111168.604921875
1102,157912.55578125
1103,225554.76828125
1104,183611.6946875
1105,313180.7353125
1106,197851.927265625
1107,220097.5234375
1108,201327.498515625
1109,198828.583359375
1110,193048.13703125
1111,77324.527265625
1112,375919.33796875
1113,103098.194375
1114,508930.135
1115,230425.257578125
1116,277248.62816592265
1117,296569.741171875
1118,272083.6303125
1119,338537.3071875
1120,298168.90015625
1121,323802.1165625
1122,172714.5828125
1123,282710.451875
1124,180847.06296875
1125,170853.7296875
1126,134213.23234375
1127,134474.910546875
1128,328432.34875
1129,304599.044140625
1130,170171.284140625
1131,136750.690703125
1132,182287.459609375
1133,138052.3421875
1134,195684.953984375
1135,160111.778203125
1136,197183.2221875
1137,319630.813984375
1138,249269.154453125
1139,177541.15328125
1140,128160.799140625
1141,262584.861875
1142,228134.4734765625
1143,183832.206171875
1144,124427.31984375
1145,164562.45328125
1146,197334.52546875
1147,201003.825078125
1148,340346.43234375
1149,215268.17
1150,200105.8890625
1151,180044.885703125
1152,155502.895859375
1153,369359.14234375
1154,158698.78046875
1155,179549.009921875
1156,64981.690078125
1157,336200.60671875
1158,242442.61171875
1159,186315.27234375
1160,149775.5140625
1161,281319.05265625
1162,191159.493515625
1163,320356.72671875
1164,286732.483671875
1165,152674.724921875
1166,198559.683515625
1167,195316.67796875
1168,262172.589140625
1169,333315.773671875
1170,203997.92890625
1171,212947.505625
1172,287004.176171875
1173,158423.405
1174,211413.3659375
1175,291536.162265625
1176,203212.48484375
1177,84626.8537890625
1178,277787.94890625
1179,169789.5365625
1180,201499.260546875
1181,214345.9371875
1182,335851.097734375
1183,101593.9840625
1184,257593.694453125
1185,146078.265703125
1186,240854.82828125
1187,268276.823046875
1188,240914.8271875
1189,168534.467265625
1190,185471.47234375
1191,299015.868515625
1192,243285.263046875
1193,187450.46703125
1194,188653.06625
1195,177305.6678125
1196,170287.437578125
1197,128006.170546875
1198,301839.80890625
1199,154027.47171875
1200,110977.588515625
1201,451031.27546875
1202,180196.62734375
1203,212503.2925
1204,300776.750859375
1205,164078.30921875
1206,214352.455546875
1207,182507.878125
1208,192326.885546875
1209,237859.701640625
1210,191727.54609375
1211,139900.05921875
1212,171456.425625
1213,314958.08171875
1214,155935.24640625
1215,167474.92375
1216,142902.080703125
1217,112122.21296875
1218,242569.35359375
1219,204526.793125
1220,152565.67765625
1221,289776.567109375
1222,201916.19828125
1223,169148.68921875
1224,143428.549921875
1225,179519.833125
1226,258815.69171875
1227,223311.09015625
1228,209420.456171875
1229,206919.00671875
1230,285592.1465625
1231,260524.474375
1232,219668.5759375
1233,134816.518984375
1234,342005.230625
1235,180025.638125
1236,199495.345625
1237,205790.422734375
1238,173540.69359375
1239,187656.030078125
1240,357070.2625
1241,127223.421171875
1242,221086.79484375
1243,263754.2034375
1244,173394.58125
1245,331204.76625
1246,179779.72765625
1247,172619.788515625
1248,147283.602421875
1249,365590.1578125
1250,293820.59109375
1251,216583.7134375
1252,163659.20296875
1253,442640.8915625
1254,127747.999375
1255,197960.1678125
1256,179568.111484375
1257,198665.056171875
1258,134988.559375
1259,225059.07765625
1260,154664.467734375
1261,137774.3021875
1262,293064.89578125
1263,198266.82703125
1264,226763.784921875
1265,114608.608125
1266,203393.90015625
1267,452845.816171875
1268,272190.949375
1269,371629.895546875
1270,168965.38875
1271,98337.982109375
1272,240795.20390625
1273,179948.00890625
1274,195786.67
1275,241232.3275
1276,183640.240390625
1277,197355.45203125
1278,222922.3628125
1279,360582.9553125
1280,248182.891875
1281,140506.0653125
1282,285913.0853125
1283,116816.38109375
1284,167459.716015625
1285,194487.4634375
1286,117510.860078125
1287,173195.0575
1288,147743.30203125
1289,221725.6875
1290,211321.0946875
1291,115239.05484375
1292,120121.2421875
1293,182290.887734375
1294,153489.716953125
1295,299135.400859375
1296,282411.8871875
1297,209318.80015625
1298,160214.91578125
1299,203042.752578125
1300,331973.54984375
1301,358664.0115625
1302,215194.7577734375
1303,138274.631796875
1304,271178.272109375
1305,279338.913984375
1306,174940.381640625
1307,69428.0502734375
1308,156760.947578125
1309,434016.87359375
1310,176150.6065625
1311,192338.252734375
1312,214662.61609375
1313,476517.43125
1314,157950.8378125
1315,121338.355234375
1316,305098.6628125
1317,245209.166875
1318,382451.335859375
1319,197649.82203125
1320,112306.87546875
1321,146283.17375
1322,176679.968671875
1323,276030.25078125
1324,233387.227734375
1325,150686.53921875
1326,179871.7853125
1327,357476.184140625
1328,271833.555859375
1329,162797.42140625
1330,236203.670078125
1331,216940.927734375
1332,179239.905703125
1333,136091.603671875
1334,195489.600859375
1335,161543.2834375
1336,215136.6303125
1337,148628.080625
1338,117841.19703125
1339,261995.66515625
1340,435853.42921875
1341,180652.87125
1342,309151.111484375
1343,210103.779609375
1344,256923.3490625
1345,111639.671953125
1346,153710.875703125
1347,129414.223984375
1348,145969.64609375
1349,131989.882890625
1350,252464.41875
1351,183824.103125
1352,263534.6075
1353,153593.06609375
1354,345108.80921875
1355,193300.43265625
1356,252328.87221874998
1357,592856.7053125
1358,283519.889765625
1359,206308.40265625
1360,327802.859296875
1361,146788.5809375
1362,185811.83734375
1363,292810.222734375
1364,186961.96609375
1365,109430.575546875
1366,129483.6440625
1367,146825.552578125
1368,191969.5340625
1369,340389.70109375
1370,183600.38859375
1371,195801.975234375
1372,338196.88328125
1373,148309.12671875
1374,338191.372265625
1375,264418.559609375
1376,122667.359609375
1377,349277.7873046875
1378,180713.2615625
1379,121642.91171875
1380,205399.5584375
1381,228157.662578125
1382,218111.9728125
1383,153625.574375
1384,183527.140234375
1385,244103.50375
1386,322055.62203125
1387,240295.17125
1388,482823.41234375
1389,218266.8740625
1390,166296.043203125
1391,243599.829921875
1392,210993.358125
1393,132856.165234375
1394,191411.113125
1395,273281.15546875
1396,171849.885703125
1397,210501.155234375
1398,144850.969375
1399,241481.47390625
1400,231523.57140625
1401,127260.0671875
1402,135847.76265625
1403,185651.417578125
1404,285419.74625
1405,236875.50359375
1406,181965.56015625
1407,234785.65640625
1408,187028.330625
1409,246793.4575
1410,257255.2046875
1411,214402.9140625
1412,242695.5903125
1413,173637.48453125
1414,176790.5359375
1415,311458.137265625
1416,143425.401171875
1417,278676.63421875
1418,186249.2271875
1419,163288.802265625
1420,108827.85
1421,280929.40484375
1422,329971.53109375
1423,241729.476171875
1424,191411.41578125
1425,131918.275390625
1426,211489.23609375
1427,151499.88203125
1428,124595.656796875
1429,215574.530234375
1430,67709.9015625
1431,91559.7128125
1432,204876.374921875
1433,255825.545625
1434,85199.395390625
1435,404954.4340625
1436,180462.1309375
1437,228128.702109375
1438,198562.4425
1439,250863.17125
1440,236743.0121875
1441,164789.815546875
1442,259644.39265625
1443,181401.72640625
1444,146848.578515625
1445,89531.71390625
1446,174938.44359375
1447,167345.854453125
1448,216841.4578125
1449,168509.726875
1450,208677.140625
1451,307881.4646875
1452,330562.758203125
1453,460740.91921875
1454,179717.357265625
1455,356969.517734375
1456,170547.38140625
1457,279646.944609375
1458,139715.37796875
1459,217630.4496875
1460,309491.15484375
1461,181590.23515625
1462,324765.07109375
1463,183475.62484375
1464,216049.6334375
1465,393120.1928125
1466,366744.343125
1467,125227.093203125
1468,250636.63140625
1469,203770.991640625
1470,197973.1734375
1471,263513.03984375
1472,182344.02515625
1473,254164.663671875
1474,336204.86921875
1475,289089.40734375
1476,380293.94578125
1477,174783.84015625
1478,197646.486640625
1479,209305.71765625
1480,155111.9971875
1481,155983.077265625
1482,88435.1540234375
1483,369248.050390625
1484,158577.69078125
1485,87622.9284375
1486,326213.55171875
1487,204668.50640625
1488,234549.422109375
1489,243393.619609375
1490,88842.1346875
1491,173503.73671875
1492,226649.42125
1493,309752.24453125
1494,414898.07734375
1495,168837.33109375
1496,189724.859140625
1497,103798.697734375
1498,156852.621015625
1499,155778.432734375
1500,226768.91796875
1501,192171.3546875
1502,160011.9484375
1503,181468.9884375
1504,183093.52515625
1505,229465.211953125
1506,254355.99796875
1507,184423.00984375
1508,421522.95109375
1509,115004.588046875
1510,414512.0409375
1511,144065.05125
1512,196986.8546484375
1513,268849.464375
1514,139750.633984375
1515,242186.013125
1516,217559.9575
1517,200621.87390625
1518,173678.162421875
1519,123927.690625
1520,252646.47875
